   0,    4294967296,             1,   4.29497e+09,4.940656e-324,6.952896e-310
   1,             0,             0,  1.632088e+11,1.169659e-312,6.952896e-310
   2,   16875231144,   0.005589006,  3.019362e+12,6.952896e-310,2.205501e-317
   3,  603977094327,    0.01666956,  3.623234e+13,         -nan,6.952896e-310
   4, 5198969952937,    0.01639883,   3.17033e+14,4.814097e-318,            0
   5,34412436458239,    0.01596254,  2.155824e+15,            0,            0
   6,188782777449857,    0.01592158,  1.185703e+16, 7.90505e-323,6.952896e-310
   7,861416339926814,    0.01589224,  5.420359e+16,2.025669e-322,1.169659e-312
   8,3328480116149384,    0.01584697,  2.100389e+17,6.952896e-310,2.086168e-314
   9,11067204377581905,    0.01580736,  7.001297e+17,         -nan,6.952896e-310
  10,32027586027791899,    0.01577421,  2.030376e+18,7.226415e-315,6.952896e-310
  11,81374200780124229,    0.01574508,   5.16823e+18,            0,6.952896e-310
  12,182794915013642237,    0.01571954,  1.162852e+19,1.663288e-316,6.952896e-310
  13,365075940421197570,    0.01569744,  2.325703e+19,1.663292e-316,6.952896e-310
  14,651131290359437191,    0.01567842,  4.153042e+19,            0,         -nan
  15,1040725771513899374,     0.0156621,  6.644867e+19,1.663293e-316,6.952896e-310
  16,1494712125201085860,    0.01564816,  9.551996e+19,6.952896e-310,         -nan
  17,1932870311531208286,    0.01563633,  1.236141e+20,         -nan,            0
  18,2253578335340129227,    0.01562637,  1.442164e+20,            0,            0
  19,2370924793297272144,    0.01561805,  1.518068e+20,            0,            0
  20,2251383345882678082,    0.01561114,  1.442164e+20, 1.58101e-322,            0
  21,1929055387220653427,    0.01560547,  1.236141e+20,2.075076e-322,            0
  22,1490191643228629505,    0.01560084,  9.551996e+19,6.952896e-310,1.763902e-314
  23,1036407143998224795,    0.01559711,  6.644867e+19,         -nan,1.663132e-316
  24,647631617043150981,    0.01559415,  4.153042e+19,7.226415e-315,6.952896e-310
  25,362618988019170820,     0.0155918,  2.325703e+19,5.954133e-319,            0
  26,181287228302718896,    0.01558988,  1.162852e+19,            0,            0
  27,80564576373860047,    0.01558843,   5.16823e+18,2.351568e-310,2.085254e-317
  28,31648249976673315,    0.01558738,  2.030376e+18,1.592542e-314,1.846593e-316
  29,10912366134014267,    0.01558621,  7.001297e+17, 1.16966e-312,            0
  30,3273433858735309,    0.01558489,  2.100389e+17,  1.13196e-72,4.035101e-313
  31,844774624567124,    0.01558522,  5.420359e+16,2.351568e-310,1.169659e-312
  32,184798935696882,    0.01558559,  1.185703e+16,            0,2.121996e-314
  33,33575282543031,    0.01557422,  2.155824e+15,1.169636e-312,6.952896e-310
  34, 4936273276915,    0.01557022,   3.17033e+14,            0,1.660855e-316
  35,  569338461978,    0.01571354,  3.623234e+13,6.952896e-310,1.169675e-312
  36,   47527824912,    0.01574102,  3.019362e+12,1.018558e-312,4.243992e-314
  37,    2038071394,    0.01248751,  1.632088e+11,6.952896e-310,            0
  38,             0,             0,  4.294967e+09,6.952896e-310,            0


0,"Kernel Runtime",2865.156,s
1,"Total Runtime",2865.144,s

"Total",1.844674e+19
"MaxAbsErr",1.13196e-72
"MaxRelErr",6.952896e-310

